日期,电影,总票房(元),今日票房(元),有效场次,废场,人次,上座率,操作
2019-11-13,沉睡魔咒2,86509599.99999999,http://img.58921.com/sites/all/movie/files/protec/ace7b1b070c9e639f45b3505ef281783.png,http://img.58921.com/sites/all/movie/files/protec/2929197241213e296e276587329c0bb5.png,2822,7974,http://img.58921.com/sites/all/movie/files/protec/2bdc31690ee3c69e41a88415fceb201f.png,http://58921.com/content/film/9592/schedule/wangpiao/20191113
2019-11-13,太阳升起的时刻,7170400.0,http://img.58921.com/sites/all/movie/files/protec/1b7d84526981673fabcdafdd891eb050.png,http://img.58921.com/sites/all/movie/files/protec/a743febdd386a31029d293a4f0463258.png,724,7337,http://img.58921.com/sites/all/movie/files/protec/aa52cd68207af382cef27638bf3de75f.png,http://58921.com/content/film/9626/schedule/wangpiao/20191113
2019-11-13,宠物联盟,6287900.0,http://img.58921.com/sites/all/movie/files/protec/b5c9487c78a1fdceaacc6c51476fbd63.png,http://img.58921.com/sites/all/movie/files/protec/38cbf31c6c9f129e60a48c72b6e62f0e.png,2823,6927,http://img.58921.com/sites/all/movie/files/protec/7aa5ea39309c4a0364b7be20f88e4972.png,http://58921.com/content/film/9551/schedule/wangpiao/20191113
2019-11-13,打过长江去,7879100.0,http://img.58921.com/sites/all/movie/files/protec/c45252ab5874a7a866ac270a64ffc329.png,http://img.58921.com/sites/all/movie/files/protec/d664771771dd3100028c8131572bc8d3.png,69,5002,http://img.58921.com/sites/all/movie/files/protec/cbc70e42e71185f25645017dd923e914.png,http://58921.com/content/film/9598/schedule/wangpiao/20191113
2019-11-13,催眠·裁决,39011600.0,http://img.58921.com/sites/all/movie/files/protec/d65cc6c68b93401b8ce9f9ba40f43ba5.png,http://img.58921.com/sites/all/movie/files/protec/2051e4488c16d1d4c3f26133b11f3838.png,1308,4510,http://img.58921.com/sites/all/movie/files/protec/bf0d7192091ffecc8441fc6c46765136.png,http://58921.com/content/film/9200/schedule/wangpiao/20191113
2019-11-13,道具师,2974900.0,http://img.58921.com/sites/all/movie/files/protec/931cd344ddaf3c594d11460223565190.png,http://img.58921.com/sites/all/movie/files/protec/a46154857e620d58d3201edc814a46ea.png,787,4326,http://img.58921.com/sites/all/movie/files/protec/39e93c7b9e5f7597068d2b12e1f56204.png,http://58921.com/content/film/9544/schedule/wangpiao/20191113
2019-11-13,大约在冬季,191600.0,http://img.58921.com/sites/all/movie/files/protec/b1135d08351e4a8fe2537a06872efd27.png,http://img.58921.com/sites/all/movie/files/protec/630a46849a9f5561fa1048011c6fd54e.png,0,2774,http://img.58921.com/sites/all/movie/files/protec/617e617ead165f3866164c3923dd8fc6.png,http://58921.com/content/film/9603/schedule/wangpiao/20191113
2019-11-13,攀登者,282000000.0,http://img.58921.com/sites/all/movie/files/protec/96a9ec9ad5418792dc6a37d12bb1b8af.png,http://img.58921.com/sites/all/movie/files/protec/8fe00e6035432c10205a8c106ae5def0.png,883,2575,http://img.58921.com/sites/all/movie/files/protec/f4ae59b90379bfea49cd40b23a0cad98.png,http://58921.com/content/film/9208/schedule/wangpiao/20191113
2019-11-13,双子杀手,62296100.0,http://img.58921.com/sites/all/movie/files/protec/75a33f506a36456250c60c910ec813fd.png,http://img.58921.com/sites/all/movie/files/protec/6e93183ff809ec2de5a94cb06f9ad324.png,472,1958,http://img.58921.com/sites/all/movie/files/protec/ad8e1e38504cd62b14d98476cbdd2615.png,http://58921.com/content/film/9517/schedule/wangpiao/20191113
2019-11-13,航海王：狂热行动,39799200.0,http://img.58921.com/sites/all/movie/files/protec/ba32b0ade7a97ae2603598396b8779af.png,http://img.58921.com/sites/all/movie/files/protec/f153b7fd060c924ab06757a8dafe187a.png,840,1948,http://img.58921.com/sites/all/movie/files/protec/44f937f48a85e0060a4ee6c2227f84e2.png,http://58921.com/content/film/9586/schedule/wangpiao/20191113
2019-11-13,武林孤儿,222100.0,http://img.58921.com/sites/all/movie/files/protec/58a5f7d7dbb0a53762a82c88974a74b9.png,http://img.58921.com/sites/all/movie/files/protec/630a46849a9f5561fa1048011c6fd54e.png,111,844,http://img.58921.com/sites/all/movie/files/protec/18f2e71787934e2a0d39b31ea77c89fd.png,http://58921.com/content/film/9633/schedule/wangpiao/20191113
2019-11-13,柬爱,2582100.0,http://img.58921.com/sites/all/movie/files/protec/227aa63c5ada9cbc70dd0c78c44f3151.png,http://img.58921.com/sites/all/movie/files/protec/630a46849a9f5561fa1048011c6fd54e.png,149,757,http://img.58921.com/sites/all/movie/files/protec/b9a055b018516e35ecf3200f605de243.png,http://58921.com/content/film/9668/schedule/wangpiao/20191113
2019-11-13,萤火奇兵2：小虫,3180700.0,http://img.58921.com/sites/all/movie/files/protec/a82e2147c56547b2d05312ee9a8c5a17.png,http://img.58921.com/sites/all/movie/files/protec/6adab901341657285b058422460d72bf.png,193,717,http://img.58921.com/sites/all/movie/files/protec/e07d149eecdaf7040691b20d8880eb31.png,http://58921.com/content/film/9346/schedule/wangpiao/20191113
2019-11-13,杨靖宇,1883899.9999999998,http://img.58921.com/sites/all/movie/files/protec/8e83273d6656b64b79ca66c390b09445.png,http://img.58921.com/sites/all/movie/files/protec/3fb5dbe328abb37042029d6337d5dd73.png,11,667,http://img.58921.com/sites/all/movie/files/protec/f4b2c4b90e149c30e3bb2ef74b36d77e.png,http://58921.com/content/film/9546/schedule/wangpiao/20191113
2019-11-13,盗梦特攻队,111400.0,http://img.58921.com/sites/all/movie/files/protec/25f54df1bacbcbf20585696790bec4ec.png,http://img.58921.com/sites/all/movie/files/protec/d74838d3e9c4727656e00fda5ebae813.png,0,656,http://img.58921.com/sites/all/movie/files/protec/7eea0e260236f3ffbe122ddb16c69998.png,http://58921.com/content/film/9602/schedule/wangpiao/20191113
2019-11-13,决胜时刻,32525100.000000004,http://img.58921.com/sites/all/movie/files/protec/4b9b981574c12a6de330efc1a38fa39c.png,http://img.58921.com/sites/all/movie/files/protec/12d842654004b67f7fed41dec1910914.png,29,543,http://img.58921.com/sites/all/movie/files/protec/9d25e1c5834c8da6e4536c62dd2a5e8c.png,http://58921.com/content/film/9327/schedule/wangpiao/20191113
2019-11-13,越域重生,350700.0,http://img.58921.com/sites/all/movie/files/protec/0ea51edc3f156e5827bcc56b3d0d7502.png,http://img.58921.com/sites/all/movie/files/protec/142851c048e966acc89aa9a6501737f8.png,78,377,http://img.58921.com/sites/all/movie/files/protec/09dc77be8228d03ab716a748d464225c.png,http://58921.com/content/film/9620/schedule/wangpiao/20191113
2019-11-13,极度危机,2137700.0,http://img.58921.com/sites/all/movie/files/protec/57496188ab9f17f2b48db4112440d8d1.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,27,270,http://img.58921.com/sites/all/movie/files/protec/617e617ead165f3866164c3923dd8fc6.png,http://58921.com/content/film/9345/schedule/wangpiao/20191113
2019-11-13,天作谜案,10217400.0,http://img.58921.com/sites/all/movie/files/protec/497cbf3c5c4c71a2315cae4c08663844.png,http://img.58921.com/sites/all/movie/files/protec/c5ff47d26d18c5b1ff7f9cba72fe55cf.png,80,247,http://img.58921.com/sites/all/movie/files/protec/b402a5365607199cc3542b0e6139115c.png,http://58921.com/content/film/9588/schedule/wangpiao/20191113
2019-11-13,古田军号,68351800.0,http://img.58921.com/sites/all/movie/files/protec/1d60f6a7692d6528642efb539acd78ff.png,http://img.58921.com/sites/all/movie/files/protec/f563b12599df985df743af10c3ecb11d.png,16,243,http://img.58921.com/sites/all/movie/files/protec/d0b8f1ab68a1b34cc42cd934090b644e.png,http://58921.com/content/film/9363/schedule/wangpiao/20191113
2019-11-13,爱情图鉴之暗恋,976100.0,http://img.58921.com/sites/all/movie/files/protec/6676102db9050ba59cefa2158bff7bf1.png,http://img.58921.com/sites/all/movie/files/protec/692db23194cedd8503497e3521f86de3.png,67,146,http://img.58921.com/sites/all/movie/files/protec/2ad4ed4bb907d2f1d209f78b310d576f.png,http://58921.com/content/film/9650/schedule/wangpiao/20191113
2019-11-13,长安道,108000.0,http://img.58921.com/sites/all/movie/files/protec/553dd48794a1a016208d45a3ed3c8b34.png,http://img.58921.com/sites/all/movie/files/protec/25f1902205be53eeac28188f670da5dd.png,0,145,http://img.58921.com/sites/all/movie/files/protec/bef84386f144991c5f10b5f6b2a95df5.png,http://58921.com/content/film/9503/schedule/wangpiao/20191113
2019-11-13,犯罪现场,58965800.0,http://img.58921.com/sites/all/movie/files/protec/d6bd37beff141525d913c3341b100929.png,http://img.58921.com/sites/all/movie/files/protec/dcc83f4ab125ec9dd81290a324220d1b.png,81,143,http://img.58921.com/sites/all/movie/files/protec/99be956bac7a7f6f424f040784f058e2.png,http://58921.com/content/film/9537/schedule/wangpiao/20191113
2019-11-13,开国大典,2687900.0,http://img.58921.com/sites/all/movie/files/protec/fbb655d915e97b1efd1e0540a9fbab05.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,3,142,http://img.58921.com/sites/all/movie/files/protec/617e617ead165f3866164c3923dd8fc6.png,http://58921.com/content/film/3696/schedule/wangpiao/20191113
2019-11-13,悠然见南山,1866900.0,http://img.58921.com/sites/all/movie/files/protec/ad7c88ff8f46e3abbcebc51e584a0983.png,http://img.58921.com/sites/all/movie/files/protec/b9d954645d6f17c7ddeb82391ddd7395.png,64,136,http://img.58921.com/sites/all/movie/files/protec/b44d3ba66286d290390552f4b5b66d29.png,http://58921.com/content/film/9465/schedule/wangpiao/20191113
2019-11-13,爱在零纬度,71900.0,http://img.58921.com/sites/all/movie/files/protec/997ad3f932c6956c6103040552404d56.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,4,132,http://img.58921.com/sites/all/movie/files/protec/617e617ead165f3866164c3923dd8fc6.png,http://58921.com/content/film/9643/schedule/wangpiao/20191113
2019-11-13,红色之子·单刀赴,160500.0,http://img.58921.com/sites/all/movie/files/protec/1982b570796746116fdd9367257b537b.png,http://img.58921.com/sites/all/movie/files/protec/f563b12599df985df743af10c3ecb11d.png,16,131,http://img.58921.com/sites/all/movie/files/protec/c77d0c4b16c5ce1089bbe4a42ab4f95f.png,http://58921.com/content/film/9610/schedule/wangpiao/20191113
2019-11-13,樵夫·廖俊波,1666800.0,http://img.58921.com/sites/all/movie/files/protec/c9edd74e0592be8c07e818bce0c626e1.png,http://img.58921.com/sites/all/movie/files/protec/f563b12599df985df743af10c3ecb11d.png,4,119,http://img.58921.com/sites/all/movie/files/protec/fb46c92c34fd7e7f6519a8293b62aa41.png,http://58921.com/content/film/9442/schedule/wangpiao/20191113
2019-11-13,订亲,1123800.0,http://img.58921.com/sites/all/movie/files/protec/e357d991b703c66cf3221c2e3da3d040.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,44,112,http://img.58921.com/sites/all/movie/files/protec/5a5711ea8f26a1cd9d2ae825d87bce3f.png,http://58921.com/content/film/9621/schedule/wangpiao/20191113
2019-11-13,迟来的告白,435700.0,http://img.58921.com/sites/all/movie/files/protec/906c535f261714458a1c8711d73f2897.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,7,112,http://img.58921.com/sites/all/movie/files/protec/617e617ead165f3866164c3923dd8fc6.png,http://58921.com/content/film/9608/schedule/wangpiao/20191113
2019-11-13,一个人的城市,20700.0,http://img.58921.com/sites/all/movie/files/protec/f0d2fc3b067f023e1cd82ea2c57d541f.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,1,96,http://img.58921.com/sites/all/movie/files/protec/b7c4eed12782a97c6e5821c5477a9a2a.png,http://58921.com/content/film/9641/schedule/wangpiao/20191113
2019-11-13,那座桥,286600.0,http://img.58921.com/sites/all/movie/files/protec/e4d0c44c71d5e2814ac6807772a8ba6c.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,6,72,http://img.58921.com/sites/all/movie/files/protec/54d64b70bd3c0854d968e8abd588c865.png,http://58921.com/content/film/9666/schedule/wangpiao/20191113
2019-11-13,小轿车,48000.0,http://img.58921.com/sites/all/movie/files/protec/14b00736614dfc988840702b1f95b5be.png,http://img.58921.com/sites/all/movie/files/protec/6a90aba91fea7203f60da9ba0861af9a.png,4,64,http://img.58921.com/sites/all/movie/files/protec/69a21a3b6c29b8b825f96b0cdf3086a4.png,http://58921.com/content/film/9636/schedule/wangpiao/20191113
2019-11-13,雪人奇缘,33889600.0,http://img.58921.com/sites/all/movie/files/protec/e9e4fcff01f1977c789ac9b2855f3f79.png,http://img.58921.com/sites/all/movie/files/protec/12d842654004b67f7fed41dec1910914.png,44,46,http://img.58921.com/sites/all/movie/files/protec/57d9f411d39c54a6344fbfc661559bb6.png,http://58921.com/content/film/9334/schedule/wangpiao/20191113
2019-11-13,零零后,2227100.0,http://img.58921.com/sites/all/movie/files/protec/3b36963ad1aa331157274e794e15fe09.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,4,45,http://img.58921.com/sites/all/movie/files/protec/54751ae72fca6bf3dc51ada34c3be7bd.png,http://58921.com/content/film/9497/schedule/wangpiao/20191113
2019-11-13,我在耀瓷小镇等你,42800.0,http://img.58921.com/sites/all/movie/files/protec/54896cea6a7d5a3aa0583cb9f28c4582.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,6,24,http://img.58921.com/sites/all/movie/files/protec/42b3ebc017a2b350b16f2aa4e519e58e.png,http://58921.com/content/film/9543/schedule/wangpiao/20191113
2019-11-13,深海特攻队之超能,487000.0,http://img.58921.com/sites/all/movie/files/protec/2051e4488c16d1d4c3f26133b11f3838.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,18,12,http://img.58921.com/sites/all/movie/files/protec/36a232e71c096bec209d6fc7a6af4c50.png,http://58921.com/content/film/9416/schedule/wangpiao/20191113
2019-11-13,三傻闹地球,4197000.0,http://img.58921.com/sites/all/movie/files/protec/0af6de54b815dc9d17b5f89d835030ea.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,38,10,http://img.58921.com/sites/all/movie/files/protec/390866ed00c63b60e7c4a2e3e2923e37.png,http://58921.com/content/film/9583/schedule/wangpiao/20191113
2019-11-13,搭秋千的人,38800.0,http://img.58921.com/sites/all/movie/files/protec/4377b93f038808dd3657959c128d8bf6.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,8,7,http://img.58921.com/sites/all/movie/files/protec/622fe67138af6dd78a916b57725827b8.png,http://58921.com/content/film/9661/schedule/wangpiao/20191113
2019-11-13,侠路相逢,1188100.0,http://img.58921.com/sites/all/movie/files/protec/65102bd3a60a288d9a96c311738f4192.png,http://img.58921.com/sites/all/movie/files/protec/5f2ba5cfc0a71975124f2017a93c5d77.png,9,7,http://img.58921.com/sites/all/movie/files/protec/87517e9c838280e4f802c53e3d9ddf4a.png,http://58921.com/content/film/8230/schedule/wangpiao/20191113
2019-11-13,六欲天,1706100.0000000002,http://img.58921.com/sites/all/movie/files/protec/09ad342d92a3eb03459cb3a9a7479770.png,http://img.58921.com/sites/all/movie/files/protec/f563b12599df985df743af10c3ecb11d.png,22,6,http://img.58921.com/sites/all/movie/files/protec/e7b718c7edeff71cad3ef10ff973683e.png,http://58921.com/content/film/9584/schedule/wangpiao/20191113
2019-11-13,海上钢琴师,739900.0,http://img.58921.com/sites/all/movie/files/protec/b94905fdd5d2e400a9248be0e58590bb.png,http://img.58921.com/sites/all/movie/files/protec/95f61207ed9b0a4cafc0a5c30a41f1b8.png,1,5,http://img.58921.com/sites/all/movie/files/protec/3735b263ff1f0b67b5fd170a061d79c7.png,http://58921.com/content/film/3100/schedule/wangpiao/20191113
